YEAR,DATE,EW,AUTO_CASES,IMP_CASES,POP_SIZE,AUTO_INC,IMP_INC
2011,6/27/2011,25,0,0,1345694.944,0,0
2011,7/4/2011,26,0,0,1345694.944,0,0
2011,10/24/2011,42,0,0,1345694.944,0,0
2011,10/31/2011,43,0,0,1345694.944,0,0
2011,11/7/2011,44,0,0,1345694.944,0,0
2011,11/15/2011,45,0,0,1345694.944,0,0
2011,11/22/2011,46,1,0,1345694.944,0.074311047,0
2011,11/30/2011,47,0,0,1345694.944,0,0
2011,12/6/2011,48,0,0,1345694.944,0,0
2011,12/19/2011,50,0,0,1345694.944,0,0
2011,12/29/2011,51,0,0,1345694.944,0,0
2012,1/9/2012,1,0,0,1353740.417,0,0
2012,1/17/2012,2,0,0,1353740.417,0,0
2012,1/24/2012,3,0,0,1353740.417,0,0
2012,1/31/2012,4,0,0,1353740.417,0,0
2012,2/7/2012,5,0,0,1353740.417,0,0
2012,2/29/2012,8,0,0,1353740.417,0,0
2012,3/6/2012,9,1,0,1353740.417,0.073869406,0
2012,3/12/2012,10,0,0,1353740.417,0,0
2012,3/19/2012,11,4,0,1353740.417,0.295477623,0
2012,3/26/2012,12,0,0,1353740.417,0,0
2012,4/3/2012,13,0,0,1353740.417,0,0
2012,4/17/2012,15,0,0,1353740.417,0,0
2012,4/25/2012,16,2,0,1353740.417,0.147738811,0
2012,5/2/2012,17,0,0,1353740.417,0,0
2012,5/9/2012,18,0,0,1353740.417,0,0
2012,5/15/2012,19,0,0,1353740.417,0,0
2012,5/21/2012,20,0,0,1353740.417,0,0
2012,5/28/2012,21,0,0,1353740.417,0,0
2012,6/5/2012,22,0,0,1353740.417,0,0
2012,6/12/2012,23,0,0,1353740.417,0,0
2012,10/29/2012,43,0,0,1353740.417,0,0
2012,11/5/2012,44,0,0,1353740.417,0,0
2012,11/12/2012,45,0,0,1353740.417,0,0
2012,11/19/2012,46,0,0,1353740.417,0,0
2012,11/26/2012,47,0,0,1353740.417,0,0
2012,12/3/2012,48,0,0,1353740.417,0,0
2012,12/10/2012,49,0,0,1353740.417,0,0
2012,12/17/2012,50,0,0,1353740.417,0,0
2012,12/24/2012,51,0,0,1353740.417,0,0
2012,12/31/2012,52,0,0,1353740.417,0,0
2013,1/7/2013,1,0,0,1361785.889,0,0
2013,1/14/2013,2,0,0,1361785.889,0,0
2013,1/21/2013,3,0,0,1361785.889,0,0
2013,1/28/2013,4,0,0,1361785.889,0,0
2013,2/4/2013,5,0,0,1361785.889,0,0
2013,2/11/2013,6,0,0,1361785.889,0,0
2013,2/18/2013,7,5,0,1361785.889,0.367164915,0
2013,2/25/2013,8,9,3,1361785.889,0.660896847,0.220298949
2013,3/4/2013,9,20,0,1361785.889,1.46865966,0
2013,3/11/2013,10,13,0,1361785.889,0.954628779,0
2013,3/18/2013,11,34,0,1361785.889,2.496721421,0
2013,4/1/2013,12,9,2,1361785.889,0.660896847,0.146865966
2013,4/8/2013,13,2,0,1361785.889,0.146865966,0
2013,4/22/2013,15,14,2,1361785.889,1.028061762,0.146865966
2013,4/29/2013,16,0,3,1361785.889,0,0.220298949
2013,5/6/2013,17,1,0,1361785.889,0.073432983,0
2013,5/13/2013,18,1,0,1361785.889,0.073432983,0
2013,5/20/2013,19,0,0,1361785.889,0,0
2013,5/27/2013,20,0,0,1361785.889,0,0
2013,6/3/2013,21,0,0,1361785.889,0,0
2013,6/10/2013,22,0,0,1361785.889,0,0
2013,6/17/2013,23,0,0,1361785.889,0,0
2013,6/24/2013,24,7,0,1361785.889,0.514030881,0
2013,7/1/2013,25,0,0,1361785.889,0,0
2013,7/8/2013,26,0,0,1361785.889,0,0
2013,7/15/2013,27,0,0,1361785.889,0,0
2013,7/22/2013,28,0,0,1361785.889,0,0
2013,7/29/2013,29,0,0,1361785.889,0,0
2013,8/5/2013,30,0,0,1361785.889,0,0
2013,8/12/2013,31,0,0,1361785.889,0,0
2013,8/19/2013,32,0,0,1361785.889,0,0
2013,8/26/2013,33,0,0,1361785.889,0,0
2013,9/2/2013,34,0,0,1361785.889,0,0
2013,9/9/2013,35,0,0,1361785.889,0,0
2013,9/16/2013,36,0,0,1361785.889,0,0
2013,9/23/2013,37,0,0,1361785.889,0,0
2013,9/30/2013,38,0,0,1361785.889,0,0
2013,10/7/2013,39,0,0,1361785.889,0,0
2013,10/14/2013,40,0,0,1361785.889,0,0
2013,10/21/2013,41,0,0,1361785.889,0,0
2013,11/4/2013,42,0,0,1361785.889,0,0
2013,11/11/2013,43,0,0,1361785.889,0,0
2013,11/25/2013,44,0,0,1361785.889,0,0
2013,12/2/2013,46,0,6,1361785.889,0,0.440597898
2013,12/9/2013,47,0,0,1361785.889,0,0
2013,12/16/2013,48,0,0,1361785.889,0,0
2013,12/27/2013,49,0,0,1361785.889,0,0
2013,1/13/2014,52,0,7,1361785.889,0,0.514030881
2014,1/20/2014,3,0,0,1369831.361,0,0
2014,1/29/2014,4,0,0,1369831.361,0,0
2014,2/11/2014,6,0,0,1369831.361,0,0
2014,2/20/2014,7,0,0,1369831.361,0,0
2014,2/27/2014,8,0,1,1369831.361,0,0.073001687
2014,3/10/2014,10,0,1,1369831.361,0,0.073001687
2014,3/21/2014,11,1,0,1369831.361,0.073001687,0
2014,4/1/2014,13,2,2,1369831.361,0.146003374,0.146003374
2014,4/11/2014,14,2,2,1369831.361,0.146003374,0.146003374
2014,4/24/2014,16,0,0,1369831.361,0,0
2014,5/8/2014,18,0,0,1369831.361,0,0
2014,5/14/2014,19,0,0,1369831.361,0,0
2014,5/22/2014,20,0,0,1369831.361,0,0
2014,5/30/2014,21,0,0,1369831.361,0,0
2014,6/9/2014,22,0,0,1369831.361,0,0
2014,6/16/2014,23,0,0,1369831.361,0,0
2014,6/23/2014,24,0,0,1369831.361,0,0
2014,7/7/2014,26,0,0,1369831.361,0,0
2014,7/16/2014,27,1,0,1369831.361,0.073001687,0
2014,7/21/2013,28,0,0,1369831.361,0,0
2014,7/28/2013,29,0,0,1369831.361,0,0
2014,8/4/2014,31,0,0,1369831.361,0,0
2014,8/13/2014,32,0,0,1369831.361,0,0
2014,8/25/2014,34,0,0,1369831.361,0,0
2014,9/3/2014,35,0,0,1369831.361,0,0
2014,9/12/2014,36,0,0,1369831.361,0,0
2014,9/22/2014,37,0,0,1369831.361,0,0
2014,9/26/2014,38,0,0,1369831.361,0,0
2014,10/6/2014,39,0,0,1369831.361,0,0
2014,10/14/2014,40,0,0,1369831.361,0,0
2014,10/22/2014,41,0,0,1369831.361,0,0
2014,11/3/2014,43,0,0,1369831.361,0,0
2014,11/12/2014,44,0,0,1369831.361,0,0
2014,11/20/2014,45,0,0,1369831.361,0,0
2014,12/1/2014,46,0,0,1369831.361,0,0
2014,12/5/2014,49,0,0,1369831.361,0,0
2014,12/15/2014,50,0,0,1369831.361,0,0
2014,12/19/2014,51,0,0,1369831.361,0,0
2014,12/23/2014,52,0,0,1369831.361,0,0
2014,12/30/2014,53,0,0,1369831.361,0,0
2015,1/9/2015,1,0,0,1369831.361,0,0
2015,1/19/2015,2,0,0,1369831.361,0,0
2015,1/27/2015,3,0,0,1369831.361,0,0
2015,2/3/2015,4,0,0,1377876.833,0,0
2015,2/11/2015,5,0,1,1377876.833,0,0.072575427
2015,2/13/2015,6,0,0,1377876.833,0,0
2015,2/23/2015,7,0,0,1377876.833,0,0
2015,3/4/2015,8,0,1,1377876.833,0,0.072575427
2015,3/9/2015,9,1,0,1377876.833,0.072575427,0
2015,3/17/2015,10,32,1,1377876.833,2.322413675,0.072575427
2015,3/27/2015,11,25,0,1377876.833,1.814385683,0
2015,4/2/2015,12,59,2,1377876.833,4.281950213,0.145150855
2015,4/10/2015,14,21,1,1377876.833,1.524083974,0.072575427
2015,4/17/2015,15,23,2,1377876.833,1.669234829,0.145150855
2015,4/27/2015,16,24,2,1377876.833,1.741810256,0.145150855
2015,5/4/2015,17,13,2,1377876.833,0.943480555,0.145150855
2015,5/9/2015,18,1,0,1377876.833,0.072575427,0
2015,5/26/2015,20,20,1,1377876.833,1.451508547,0.072575427
2015,6/2/2015,21,0,0,1377876.833,0,0
2015,6/8/2015,22,2,1,1377876.833,0.145150855,0.072575427
2015,6/17/2015,23,0,0,1377876.833,0,0
2015,6/23/2015,24,0,0,1377876.833,0,0
2015,6/29/2015,25,0,0,1377876.833,0,0
2015,7/6/2015,26,0,0,1377876.833,0,0
2015,7/13/2015,27,0,1,1377876.833,0,0.072575427
2015,7/20/2015,28,0,0,1377876.833,0,0
2015,7/27/2015,29,0,0,1377876.833,0,0
2015,8/3/2015,30,0,0,1377876.833,0,0
2015,8/11/2015,31,0,2,1377876.833,0,0.145150855
2015,8/17/2015,32,0,1,1377876.833,0,0.072575427
2015,8/24/2015,33,0,0,1377876.833,0,0
2015,8/31/2015,34,0,0,1377876.833,0,0
2015,9/7/2015,35,0,0,1377876.833,0,0
2015,9/14/2015,36,0,1,1377876.833,0,0.072575427
2015,9/21/2015,37,0,0,1377876.833,0,0
2015,9/28/2015,38,1,0,1377876.833,0.072575427,0
2015,10/6/2015,39,0,1,1377876.833,0,0.072575427
2015,10/9/2015,40,0,0,1377876.833,0,0
2015,10/19/2015,41,0,0,1377876.833,0,0
2015,10/27/2015,42,0,0,1377876.833,0,0
2015,11/2/2015,43,17,0,1377876.833,1.233782265,0
2015,11/9/2015,44,0,0,1377876.833,0,0
2015,11/16/2015,45,0,0,1377876.833,0,0
2015,11/24/2015,46,0,0,1377876.833,0,0
2015,11/30/2015,47,0,0,1377876.833,0,0
2015,12/9/2015,48,0,0,1377876.833,0,0
2015,12/14/2015,49,0,1,1377876.833,0,0.072575427
2015,12/18/2015,50,0,1,1377876.833,0,0.072575427
2015,12/28/2015,51,0,0,1377876.833,0,0
2015,1/7/2016,52,0,1,1377876.833,0,0.072575427
2016,1/11/2016,1,0,1,1377876.833,0,0.072575427
2016,1/19/2016,2,2,1,1385922.306,0.144308234,0.072154117
2016,1/26/2016,3,1,7,1385922.306,0.072154117,0.505078818
2016,2/3/2016,4,0,12,1385922.306,0,0.865849402
2016,2/11/2016,5,0,9,1385922.306,0,0.649387052
2016,2/18/2016,6,12,11,1385922.306,0.865849402,0.793695286
2016,2/26/2016,8,27,10,1385922.306,1.948161155,0.721541169
2016,3/4/2016,9,17,5,1385922.306,1.226619987,0.360770584
2016,3/11/2016,10,71,13,1385922.306,5.122942297,0.938003519
2016,3/19/2016,11,5,10,1385922.306,0.360770584,0.721541169
2016,3/28/2016,12,123,0,1385922.306,8.874956374,0
2016,4/2/2016,13,84,20,1385922.306,6.060945817,1.443082337
2016,4/8/2016,14,55,10,1385922.306,3.968476428,0.721541169
2016,4/16/2016,15,53,6,1385922.306,3.824168194,0.432924701
2016,4/22/2016,16,52,5,1385922.306,3.752014077,0.360770584
2016,4/29/2016,17,131,4,1385922.306,9.452189309,0.288616467
2016,5/7/2016,18,0,2,1385922.306,0,0.144308234
2016,5/14/2016,19,53,1,1385922.306,3.824168194,0.072154117
2016,5/22/2016,20,0,13,1385922.306,0,0.938003519
2016,5/30/2016,21,1,2,1385922.306,0.072154117,0.144308234
2016,6/6/2016,22,0,0,1385922.306,0,0
2016,6/13/2016,23,0,0,1385922.306,0,0
2016,6/18/2016,24,1,0,1385922.306,0.072154117,0
2016,6/26/2016,25,0,0,1385922.306,0,0
2016,7/2/2016,26,0,0,1385922.306,0,0
2016,7/9/2016,27,0,0,1385922.306,0,0
2016,7/16/2016,28,1,0,1385922.306,0.072154117,0
2016,7/23/2016,29,0,0,1385922.306,0,0
2016,7/30/2016,30,0,0,1385922.306,0,0
2016,8/7/2016,31,0,0,1385922.306,0,0
2016,8/14/2016,32,0,0,1385922.306,0,0
2016,8/21/2016,33,0,0,1385922.306,0,0
2016,10/17/2016,40,0,0,1385922.306,0,0
2016,10/21/2016,41,0,0,1385922.306,0,0
2016,10/25/2016,42,0,0,1385922.306,0,0
2016,11/2/2016,43,0,2,1385922.306,0,0.144308234
2016,11/10/2016,44,0,0,1385922.306,0,0
2016,11/17/2016,45,0,0,1385922.306,0,0
2016,11/29/2016,46,1,0,1385922.306,0.072154117,0
2016,12/6/2016,47,0,0,1385922.306,0,0
2016,12/12/2016,48,0,0,1385922.306,0,0
2016,12/23/2016,50,0,1,1385922.306,0,0.072154117
2016,12/29/2016,51,0,0,1385922.306,0,0
2016,1/8/2017,52,0,0,1385922.306,0,0
2017,1/12/2017,1,0,0,1393967.778,0,0
2017,1/19/2017,2,1,0,1393967.778,0.07173767,0
2017,1/27/2017,3,0,1,1393967.778,0,0.07173767
2017,2/2/2017,4,0,0,1393967.778,0,0
2017,2/10/2017,5,0,0,1393967.778,0,0
2017,2/17/2017,6,0,0,1393967.778,0,0
2017,2/24/2017,7,0,0,1393967.778,0,0
2017,3/6/2017,8,0,0,1393967.778,0,0
2017,3/13/2017,9,0,0,1393967.778,0,0
2017,3/20/2017,10,0,0,1393967.778,0,0
2017,3/27/2017,11,0,0,1393967.778,0,0
2017,4/3/2017,12,0,0,1393967.778,0,0
2017,4/10/2017,13,1,2,1393967.778,0.07173767,0.143475339
2017,4/17/2017,14,0,0,1393967.778,0,0
2017,4/24/2017,16,1,2,1393967.778,0.07173767,0.143475339
2017,5/3/2017,17,3,0,1393967.778,0.215213009,0
2017,5/9/2017,18,0,2,1393967.778,0,0.143475339
2017,5/15/2017,19,0,0,1393967.778,0,0
2017,5/22/2017,20,0,0,1393967.778,0,0
2017,5/30/2017,21,0,1,1393967.778,0,0.07173767
2017,6/5/2017,22,0,0,1393967.778,0,0
2017,6/12/2017,23,0,2,1393967.778,0,0.143475339
2017,6/19/2017,24,0,0,1393967.778,0,0
2017,6/26/2017,25,0,0,1393967.778,0,0
2017,7/3/2017,26,0,0,1393967.778,0,0
2017,7/10/2017,27,0,1,1393967.778,0,0.07173767
2017,7/17/2017,28,0,0,1393967.778,0,0
2017,7/24/2017,29,0,0,1393967.778,0,0
2017,8/7/2017,31,0,0,1393967.778,0,0
2017,8/22/2017,33,0,0,1393967.778,0,0
2017,8/28/2017,34,0,0,1393967.778,0,0
2017,9/4/2017,35,0,0,1393967.778,0,0
2017,9/11/2017,36,0,0,1393967.778,0,0
2017,9/18/2017,37,0,0,1393967.778,0,0
2017,9/25/2017,38,0,0,1393967.778,0,0
2017,10/2/2017,39,0,0,1393967.778,0,0
2017,10/9/2017,40,0,0,1393967.778,0,0
2017,10/17/2017,41,0,0,1393967.778,0,0
2017,10/23/2017,42,0,0,1393967.778,0,0
2017,10/30/2017,43,0,0,1393967.778,0,0
2017,11/6/2017,44,0,0,1393967.778,0,0
2017,11/13/2017,45,0,0,1393967.778,0,0
2017,11/17/2017,46,0,0,1393967.778,0,0
2017,11/27/2017,47,0,0,1393967.778,0,0
2017,12/4/2017,48,0,0,1393967.778,0,0
2017,12/18/2017,50,0,1,1393967.778,0,0.07173767
2017,12/26/2017,51,0,0,1393967.778,0,0
2018,1/2/2018,52,0,0,1402013.25,0,0
2018,1/8/2018,1,0,0,1402013.25,0,0
2018,4/14/2018,14,10,0,1402013.25,0.713260021,0
2018,4/19/2018,15,0,0,1402013.25,0,0
2018,4/29/2018,17,8,5,1402013.25,0.570608017,0.35663001
2018,5/9/2018,18,0,3,1402013.25,0,0.213978006
2018,6/4/2018,22,0,0,1402013.25,0,0
2018,6/18/2018,23,0,0,1402013.25,0,0
2018,6/28/2018,25,0,0,1402013.25,0,0
